[33msteamclient:[0m connecting to 155.133.242.8:27018
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 20:55:17 ] Начинаем раунд №49
[ 20:58:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:58:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 20:59:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:00:21 ] Проверка ставки: 784062491 (76561198200506802)
